Project Name,Area (SQFT),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level,Transacted Price ($)
COASTLINE RESIDENCES,452.09,Nov-20,AMBER ROAD,New Sale,Strata,42,Apartment,1,Freehold,15,Rest of Central Region,06 to 10,1100000
THE TREVOSE,"1,011.82",Feb-22,TREVOSE CRESCENT,Resale,Strata,94,Condominium,1,99 yrs lease commencing from 1996,11,Core Central Region,01 to 05,1460000
KENT RIDGE HILL RESIDENCES,516.67,Aug-22,SOUTH BUONA VISTA ROAD,Sub Sale,Strata,48,Apartment,1,99 yrs lease commencing from 2018,5,Rest of Central Region,01 to 05,1025000
SKY VUE,796.54,Apr-21,BISHAN STREET 15,Resale,Strata,74,Condominium,1,99 yrs lease commencing from 2013,20,Rest of Central Region,21 to 25,1400000
MIDWOOD,688.9,May-21,HILLVIEW RISE,New Sale,Strata,64,Condominium,1,99 yrs lease commencing from 2018,23,Outside Central Region,01 to 05,1104000
ICON,925.7,Feb-24,GOPENG STREET,Resale,Strata,86,Apartment,1,99 yrs lease commencing from 2002,2,Core Central Region,26 to 30,1750000
JADESCAPE,"1,259.39",Sep-20,SHUNFU ROAD,New Sale,Strata,117,Condominium,1,99 yrs lease commencing from 2018,20,Rest of Central Region,16 to 20,2174000
CUBIK,484.38,Apr-22,LORONG K TELOK KURAU,Resale,Strata,45,Apartment,1,Freehold,15,Outside Central Region,01 to 05,710000
MELVILLE PARK,958,Nov-21,SIMEI STREET 1,Resale,Strata,89,Condominium,1,99 yrs lease commencing from 1992,18,Outside Central Region,06 to 10,750000
EMERALD OF KATONG,"1,022.58",Nov-24,JALAN TEMBUSU,New Sale,Strata,95.0,Condominium,1,99 yrs lease commencing from 2023,15,Rest of Central Region,16 to 20,2742000
MILLAGE,462.85,Oct-24,CHANGI ROAD,Resale,Strata,43.0,Apartment,1,Freehold,14,Rest of Central Region,01 to 05,738000
THE MINTON,979.52,May-24,HOUGANG STREET 11,Resale,Strata,91,Condominium,1,99 yrs lease commencing from 2007,19,Outside Central Region,01 to 05,1350000
THE JOVELL,904.18,Nov-21,FLORA DRIVE,New Sale,Strata,84,Condominium,1,99 yrs lease commencing from 2018,17,Outside Central Region,01 to 05,1243100
HILLOCK GREEN,785.77,Nov-23,LENTOR CENTRAL,New Sale,Strata,73.0,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,11 to 15,1679000
NORWOOD GRAND,710.42,Oct-24,CHAMPIONS WAY,New Sale,Strata,66.0,Apartment,1,99 yrs lease commencing from 2023,25,Outside Central Region,01 to 05,1490000
MARINA ONE RESIDENCES,"2,045.16",Jul-21,MARINA WAY,Resale,Strata,190,Apartment,1,99 yrs lease commencing from 2011,1,Core Central Region,26 to 30,6388000
WATERFRONT ISLE,"1,076.4",Oct-23,BEDOK RESERVOIR ROAD,Resale,Strata,100.0,Condominium,1,99 yrs lease commencing from 2009,16,Outside Central Region,11 to 15,1600000
SENGKANG GRAND RESIDENCES,"1,313.21",Oct-21,COMPASSVALE BOW,New Sale,Strata,122,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,11 to 15,2382100
CANNINGHILL PIERS,462.85,Nov-21,CLARKE QUAY,New Sale,Strata,43,Apartment,1,99 yrs lease commencing from 2021,6,Rest of Central Region,01 to 05,1296000
19 NASSIM,925.7,Nov-24,NASSIM HILL,New Sale,Strata,86.0,Apartment,1,99 yrs lease commencing from 2019,10,Core Central Region,01 to 05,3138000
THE WHARF RESIDENCE,"1,033.34",Jun-22,TONG WATT ROAD,Resale,Strata,96,Condominium,1,999 yrs lease commencing from 1841,9,Core Central Region,06 to 10,2260000
EAST BAY GARDENS,"1,711.48",Jul-22,LORONG G TELOK KURAU,Resale,Strata,159,Apartment,1,99 yrs lease commencing from 1995,15,Outside Central Region,01 to 05,1500000
REGENT HEIGHTS,"1,173.28",Nov-22,BUKIT BATOK EAST AVENUE 5,Resale,Strata,109,Condominium,1,99 yrs lease commencing from 1995,23,Outside Central Region,11 to 15,1100000
THE GAZANIA,990.29,Apr-22,HOW SUN DRIVE,New Sale,Strata,92,Condominium,1,Freehold,19,Outside Central Region,01 to 05,2060000
THE PROMENADE@PELIKAT,473.62,Aug-20,JALAN PELIKAT,Resale,Strata,44,Apartment,1,Freehold,19,Outside Central Region,01 to 05,575000
THE FLORENCE RESIDENCES,753.48,Aug-20,HOUGANG AVENUE 2,New Sale,Strata,70,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,16 to 20,1196000
WATERFRONT KEY,904.18,Dec-20,BEDOK RESERVOIR ROAD,Resale,Strata,84,Condominium,1,99 yrs lease commencing from 2007,16,Outside Central Region,06 to 10,1080000
LENTOR MODERN,731.95,Sep-22,LENTOR CENTRAL,New Sale,Strata,68,Apartment,1,99 yrs lease commencing from 2021,26,Outside Central Region,16 to 20,1562220
REFLECTIONS AT KEPPEL BAY,882.65,Jun-24,KEPPEL BAY VIEW,Resale,Strata,82,Condominium,1,99 yrs lease commencing from 2006,4,Rest of Central Region,06 to 10,1788000
PARC ROSEWOOD,753.48,Nov-23,ROSEWOOD DRIVE,Resale,Strata,70.0,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05,815000
VERTICUS,753.48,Sep-20,JALAN KEMAMAN,New Sale,Strata,70,Apartment,1,Freehold,12,Rest of Central Region,06 to 10,1440000
ARDMORE PARK,"2,884.75",Jul-21,ARDMORE PARK,Resale,Strata,268,Condominium,1,Freehold,10,Core Central Region,16 to 20,9600000
PARC CENTENNIAL,"1,248.62",Nov-20,KAMPONG JAVA ROAD,Resale,Strata,116,Apartment,1,Freehold,9,Core Central Region,11 to 15,1840000
THE ATELIER,"1,496.2",Jun-23,MAKEWAY AVENUE,New Sale,Strata,139.0,Apartment,1,Freehold,9,Core Central Region,16 to 20,4004910
THE WATERGARDENS AT CANBERRA,"1,108.69",Jul-22,CANBERRA DRIVE,New Sale,Strata,103,Apartment,1,99 yrs lease commencing from 2020,27,Outside Central Region,01 to 05,1662000
HILLHAVEN,"1,011.82",Sep-24,HILLVIEW RISE,New Sale,Strata,94.0,Condominium,1,99 yrs lease commencing from 2023,23,Outside Central Region,11 to 15,2074230
ONE FORT,"1,227.1",Dec-21,FORT ROAD,Resale,Strata,114,Condominium,1,Freehold,15,Rest of Central Region,01 to 05,1980000
RIVERTREES RESIDENCES,581.26,Apr-22,FERNVALE CLOSE,Resale,Strata,54,Apartment,1,99 yrs lease commencing from 2013,28,Outside Central Region,16 to 20,770000
THE LILIUM,"1,291.68",Feb-23,HOW SUN ROAD,New Sale,Strata,120,Condominium,1,Freehold,19,Outside Central Region,01 to 05,2509300
MIDWOOD,893.41,Jul-21,HILLVIEW RISE,New Sale,Strata,83,Condominium,1,99 yrs lease commencing from 2018,23,Outside Central Region,26 to 30,1502000
CLIFTEN,"1,184.04",Dec-24,EWE BOON ROAD,Resale,Strata,110.0,Apartment,1,Freehold,10,Core Central Region,01 to 05,2528000
ASPEN LOFT,"1,130.22",Aug-21,JOO CHIAT TERRACE,Resale,Strata,105,Apartment,1,Freehold,15,Rest of Central Region,01 to 05,1400000
JUNIPER HILL,581.26,Sep-22,EWE BOON ROAD,Resale,Strata,54,Apartment,1,Freehold,10,Core Central Region,11 to 15,1742000
STIRLING RESIDENCES,"1,054.87",Aug-20,STIRLING ROAD,New Sale,Strata,98,Apartment,1,99 yrs lease commencing from 2017,3,Rest of Central Region,36 to 40,2111000
NORWOOD GRAND,624.31,Oct-24,CHAMPIONS WAY,New Sale,Strata,58.0,Apartment,1,99 yrs lease commencing from 2023,25,Outside Central Region,06 to 10,1318000
# 1 SUITES,559.73,Feb-21,LORONG 20 GEYLANG,Resale,Strata,52,Apartment,1,Freehold,14,Rest of Central Region,01 to 05,645000
STELLAR RV,538.2,May-22,RIVER VALLEY ROAD,Resale,Strata,50,Apartment,1,Freehold,10,Core Central Region,01 to 05,968000
LOYANG GARDENS,"1,399.32",Apr-24,JALAN LOYANG BESAR,Resale,Strata,130,Condominium,1,999 yrs lease commencing from 1885,17,Outside Central Region,-,1330000
PENROSE,"1,173.28",Jan-22,SIMS DRIVE,New Sale,Strata,109,Apartment,1,99 yrs lease commencing from 2019,14,Rest of Central Region,16 to 20,2062000
LE QUEST,979.52,Apr-24,BUKIT BATOK STREET 41,Resale,Strata,91,Apartment,1,99 yrs lease commencing from 2016,23,Outside Central Region,11 to 15,1628000
TREASURE AT TAMPINES,592.02,Dec-24,TAMPINES LANE,Resale,Strata,55.0,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,01 to 05,930000
THE RIVERINE BY THE PARK,"1,302.44",Oct-24,KALLANG ROAD,Resale,Strata,121.0,Apartment,1,Freehold,12,Rest of Central Region,06 to 10,2600000
PARC ROSEWOOD,"1,270.15",Apr-21,ROSEWOOD DRIVE,Resale,Strata,118,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05,960000
WILSHIRE RESIDENCES,731.95,Dec-22,FARRER ROAD,New Sale,Strata,68,Apartment,1,Freehold,10,Core Central Region,06 to 10,2000000
THE REEF AT KING'S DOCK,"1,248.62",Sep-21,HARBOURFRONT AVENUE,New Sale,Strata,116,Condominium,1,99 yrs lease commencing from 2021,4,Rest of Central Region,01 to 05,3109200
BISHAN 8,"1,162.51",Jan-21,BISHAN STREET 21,Resale,Strata,108,Condominium,1,99 yrs lease commencing from 1996,20,Rest of Central Region,06 to 10,1518000
SEAHILL,645.84,Mar-22,WEST COAST CRESCENT,Resale,Strata,60,Condominium,1,99 yrs lease commencing from 2011,5,Outside Central Region,11 to 15,935000
THE WOODLEIGH RESIDENCES,958,Sep-20,BIDADARI PARK DRIVE,New Sale,Strata,89,Apartment,1,99 yrs lease commencing from 2017,13,Rest of Central Region,06 to 10,1796000
PALM GARDENS,"1,205.57",Jan-21,HONG SAN WALK,Resale,Strata,112,Condominium,1,99 yrs lease commencing from 1996,23,Outside Central Region,06 to 10,875000
NINE RESIDENCES,710.42,Feb-23,YISHUN AVENUE 9,Resale,Strata,66,Apartment,1,99 yrs lease commencing from 2013,27,Outside Central Region,11 to 15,905000
NEPTUNE COURT,"1,270.15",Dec-24,MARINE VISTA,Resale,Strata,118.0,Apartment,1,99 yrs lease commencing from 1976,15,Outside Central Region,11 to 15,1230000
SUNSET LODGE,"1,022.58",Dec-20,SUNSET CLOSE,Resale,Strata,95,Condominium,1,Freehold,21,Outside Central Region,-,1050000
WING FONG BUILDING,"2,045.16",Oct-23,LORONG 8 GEYLANG,Resale,Strata,190.0,Apartment,1,Freehold,14,Rest of Central Region,01 to 05,1880000
PARC ROSEWOOD,581.26,Dec-24,ROSEWOOD DRIVE,Resale,Strata,54.0,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05,780000
ONE OXLEY RISE,"1,108.69",May-23,OXLEY RISE,Resale,Strata,103,Apartment,1,Freehold,9,Core Central Region,01 to 05,2040000
AFFINITY AT SERANGOON,"1,151.75",Sep-21,SERANGOON NORTH AVENUE 1,New Sale,Strata,107,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,01 to 05,1710000
KI RESIDENCES AT BROOKVALE,742.72,Jul-21,BROOKVALE DRIVE,New Sale,Strata,69,Condominium,1,999 yrs lease commencing from 1885,21,Outside Central Region,01 to 05,1382000
PICCADILLY GRAND,645.84,May-22,NORTHUMBERLAND ROAD,New Sale,Strata,60,Apartment,1,99 yrs lease commencing from 2021,8,Rest of Central Region,11 to 15,1442000
KASSIA,656.6,Sep-24,FLORA DRIVE,New Sale,Strata,61.0,Condominium,1,Freehold,17,Outside Central Region,01 to 05,1333000
KI RESIDENCES AT BROOKVALE,699.66,May-22,BROOKVALE DRIVE,New Sale,Strata,65,Condominium,1,999 yrs lease commencing from 1885,21,Outside Central Region,01 to 05,1451000
AVENUE SOUTH RESIDENCE,656.6,Feb-22,SILAT AVENUE,New Sale,Strata,61,Apartment,1,99 yrs lease commencing from 2018,3,Rest of Central Region,46 to 50,1540000
NOVENA COURT,861.12,Apr-23,JALAN NOVENA BARAT,Resale,Strata,80,Apartment,1,Freehold,11,Core Central Region,01 to 05,1365000
TREASURE AT TAMPINES,678.13,Jul-21,TAMPINES LANE,New Sale,Strata,63,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,11 to 15,1064000
HARBOURLIGHTS,818.06,Jul-24,TELOK BLANGAH ROAD,Resale,Strata,76,Apartment,1,Freehold,4,Rest of Central Region,06 to 10,1450000
PARC OASIS,"1,388.56",Dec-23,JURONG EAST AVENUE 1,Resale,Strata,129.0,Condominium,1,99 yrs lease commencing from 1991,22,Outside Central Region,06 to 10,1508800
CITYSCAPE @FARRER PARK,"1,345.5",Apr-21,MERGUI ROAD,Resale,Strata,125,Condominium,1,Freehold,8,Rest of Central Region,16 to 20,1860000
HIGH PARK RESIDENCES,"1,227.1",Dec-21,FERNVALE ROAD,Resale,Strata,114,Apartment,1,99 yrs lease commencing from 2014,28,Outside Central Region,16 to 20,1620000
SUITES AT ORCHARD,548.96,Jan-24,HANDY ROAD,Resale,Strata,51,Apartment,1,99 yrs lease commencing from 2007,9,Core Central Region,01 to 05,1180000
REFLECTIONS AT KEPPEL BAY,958,Nov-21,KEPPEL BAY VIEW,Resale,Strata,89,Condominium,1,99 yrs lease commencing from 2006,4,Rest of Central Region,21 to 25,1680000
VIVA,958,Mar-24,SUFFOLK WALK,Resale,Strata,89,Condominium,1,Freehold,11,Core Central Region,11 to 15,2385000
ONE PEARL BANK,"1,280.92",Jan-22,PEARL BANK,New Sale,Strata,119,Apartment,1,99 yrs lease commencing from 2019,3,Rest of Central Region,21 to 25,3008000
THE LINE @ TANJONG RHU,"1,054.87",Apr-21,TANJONG RHU ROAD,Resale,Strata,98,Condominium,1,Freehold,15,Rest of Central Region,11 to 15,2247150
ONE-NORTH EDEN,764.24,Apr-21,SLIM BARRACKS RISE,New Sale,Strata,71,Apartment,1,99 yrs lease commencing from 2019,5,Rest of Central Region,11 to 15,1594000
COSTA RHU,"1,399.32",Jul-22,RHU CROSS,Resale,Strata,130,Condominium,1,99 yrs lease commencing from 1994,15,Rest of Central Region,01 to 05,1830000
MAYFAIR GARDENS,753.48,Apr-23,RIFLE RANGE ROAD,Sub Sale,Strata,70,Condominium,1,99 yrs lease commencing from 2018,21,Rest of Central Region,01 to 05,1610000
CLOVER BY THE PARK,"1,248.62",Feb-24,BISHAN STREET 25,Resale,Strata,116,Condominium,1,99 yrs lease commencing from 2007,20,Rest of Central Region,06 to 10,2240000
THE LAKEGARDEN RESIDENCES,"1,097.93",Jun-24,YUAN CHING ROAD,New Sale,Strata,102,Apartment,1,99 yrs lease commencing from 2023,22,Outside Central Region,01 to 05,2088000
THE PALETTE,"1,065.64",Sep-21,PASIR RIS GROVE,Resale,Strata,99,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,11 to 15,1180000
SENNETT RESIDENCE,850.36,Jul-22,PHENG GECK AVENUE,Resale,Strata,79,Condominium,1,99 yrs lease commencing from 2011,13,Rest of Central Region,11 to 15,1435000
ECO SANCTUARY,990.29,Feb-24,CHESTNUT AVENUE,Resale,Strata,92,Condominium,1,99 yrs lease commencing from 2012,23,Outside Central Region,11 to 15,1600000
KOVAN REGENCY,"1,733",Mar-23,KOVAN RISE,Resale,Strata,161,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,11 to 15,2888000
THE VUE,430.56,Sep-21,UPPER PAYA LEBAR ROAD,Resale,Strata,40,Apartment,1,Freehold,19,Outside Central Region,01 to 05,600000
EDELWEISS PARK CONDOMINIUM,710.42,Jul-23,FLORA ROAD,Resale,Strata,66.0,Condominium,1,Freehold,17,Outside Central Region,01 to 05,780000
PARC CLEMATIS,904.18,Apr-24,JALAN LEMPENG,Sub Sale,Strata,84,Apartment,1,99 yrs lease commencing from 2019,5,Outside Central Region,01 to 05,1990000
BAYVILLE CONDOMINIUM,"1,259.39",Mar-24,SOUTH BUONA VISTA ROAD,Resale,Strata,117,Condominium,1,Freehold,5,Rest of Central Region,01 to 05,1800000
NORMANTON PARK,527.44,Jan-21,NORMANTON PARK,New Sale,Strata,49,Apartment,1,99 yrs lease commencing from 2019,5,Rest of Central Region,16 to 20,920853
PASIR RIS 8,516.67,Jul-21,PASIR RIS DRIVE 8,New Sale,Strata,48,Apartment,1,99 yrs lease commencing from 2021,18,Outside Central Region,06 to 10,874000
TRE RESIDENCES,947.23,May-21,GEYLANG EAST AVENUE 1,Resale,Strata,88,Condominium,1,99 yrs lease commencing from 2014,14,Rest of Central Region,11 to 15,1475000
THE BLOSSOMVALE,"1,571.54",Apr-24,DUNEARN ROAD,Resale,Strata,146,Condominium,1,999 yrs lease commencing from 1884,21,Rest of Central Region,01 to 05,3350000
VERTICUS,"1,517.72",Sep-20,JALAN KEMAMAN,New Sale,Strata,141,Apartment,1,Freehold,12,Rest of Central Region,26 to 30,2699000
BISHAN POINT,936.47,Jun-21,BRIGHT HILL DRIVE,Resale,Strata,87,Condominium,1,99 yrs lease commencing from 1997,20,Rest of Central Region,11 to 15,1110000
THE MYST,850.36,Aug-23,UPPER BUKIT TIMAH ROAD,New Sale,Strata,79.0,Condominium,1,99 yrs lease commencing from 2023,23,Outside Central Region,11 to 15,1792000
THE BOTANY AT DAIRY FARM,"1,033.34",Feb-24,DAIRY FARM WALK,New Sale,Strata,96,Condominium,1,99 yrs lease commencing from 2022,23,Outside Central Region,11 to 15,2189000
THE GAZANIA,624.31,Dec-21,HOW SUN DRIVE,New Sale,Strata,58,Condominium,1,Freehold,19,Outside Central Region,01 to 05,1359000
TWIN VEW,"1,377.79",Jan-21,WEST COAST VALE,New Sale,Strata,128,Apartment,1,99 yrs lease commencing from 2017,5,Outside Central Region,01 to 05,1886000
Q BAY RESIDENCES,"1,119.46",Jul-24,TAMPINES STREET 86,Resale,Strata,104,Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,01 to 05,1600000
TRE RESIDENCES,419.8,Feb-24,GEYLANG EAST AVENUE 1,Resale,Strata,39,Condominium,1,99 yrs lease commencing from 2014,14,Rest of Central Region,11 to 15,780000
ONE PEARL BANK,699.66,Sep-22,PEARL BANK,New Sale,Strata,65,Apartment,1,99 yrs lease commencing from 2019,3,Rest of Central Region,26 to 30,1981000
LE QUEST,"1,313.21",Aug-22,BUKIT BATOK STREET 41,Resale,Strata,122,Apartment,1,99 yrs lease commencing from 2016,23,Outside Central Region,11 to 15,1915000
HIGH PARK RESIDENCES,"1,442.38",Apr-22,FERNVALE ROAD,Resale,Strata,134,Apartment,1,99 yrs lease commencing from 2014,28,Outside Central Region,11 to 15,2108888
BLISS@KOVAN,"1,776.06",Jun-22,SIMON LANE,Resale,Strata,165,Condominium,1,Freehold,19,Outside Central Region,01 to 05,1850000
NORTH PARK RESIDENCES,"1,001.05",Nov-24,YISHUN CENTRAL 1,Resale,Strata,93.0,Apartment,1,99 yrs lease commencing from 2015,27,Outside Central Region,06 to 10,1918000
ARENA RESIDENCES,893.41,Dec-20,GUILLEMARD CRESCENT,New Sale,Strata,83,Apartment,1,Freehold,14,Rest of Central Region,06 to 10,1639000
REGENTVILLE,"1,151.75",Sep-21,HOUGANG STREET 92,Resale,Strata,107,Apartment,1,99 yrs lease commencing from 1996,19,Outside Central Region,11 to 15,980000
8@BT,516.67,Sep-24,BUKIT TIMAH LINK,New Sale,Strata,48.0,Condominium,1,99 yrs lease commencing from 2023,21,Rest of Central Region,06 to 10,1499000
THE AVENIR,538.2,Sep-20,RIVER VALLEY CLOSE,New Sale,Strata,50,Condominium,1,Freehold,9,Core Central Region,01 to 05,1482300
EIGHT RIVERSUITES,"1,044.11",Sep-23,WHAMPOA EAST,Resale,Strata,97.0,Condominium,1,99 yrs lease commencing from 2011,12,Rest of Central Region,01 to 05,1510000
